rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,apply_link,cta_button/link,cta_button/text
10,1,University of Oxford,96.4,10,92.3,5,99.7,1,99.0,28,74.9,158,96.2,28,master_account,0,/world-university-rankings/university-oxford,468,United Kingdom,"20,965",10.6,42%,48 : 52,University of Oxford,"Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Law,Accounting & Finance,Chemical Engineering,Archaeology,Communication & Media Studies,Civil Engineering,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Biological Sciences,Geography,Politics & International Studies (incl Development Studies),Other Health,General Engineering,Business & Management,Chemistry,Medicine & Dentistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Sociology",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92611101,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92611101,Admissions Support
20,2,Harvard University,95.2,20,94.8,1,99.0,3,99.3,20,49.5,418,80.5,214,private,0,/world-university-rankings/harvard-university,466,United States,"21,887",9.6,25%,50 : 50,Harvard University,"Archaeology,Mathematics & Statistics,Art, Performing Arts & Design,Psychology,Other Health,Chemistry,Economics & Econometrics,Biological Sciences,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Civil Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Geography,Education,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management,Architecture,Sociology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Agriculture & Forestry",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48698023,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48698023,Admissions Support
30,=3,University of Cambridge,94.8,30,90.9,7,99.5,2,97.0,61,54.2,335,95.8,34,master_account,0,/world-university-rankings/university-cambridge,470,United Kingdom,"20,185",11.3,39%,47 : 53,University of Cambridge,"History, Philosophy & Theology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Law,Electrical & Electronic Engineering,Architecture,Psychology,Veterinary Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Archaeology,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Civil Engineering,Sociology,Business & Management,Chemical Engineering,Art, Performing Arts & Design,Education",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67516113,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67516113,Admissions Support
40,=3,Stanford University,94.8,40,94.2,2,96.7,7,99.8,16,65.0,232,79.8,223,private,0,/world-university-rankings/stanford-university,467,United States,"16,164",7.1,24%,46 : 54,Stanford University,"Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Other Health,Computer Science,Chemical Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Agriculture & Forestry,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Physics & Astronomy,Law,Economics & Econometrics,Chemistry",false,false,false,,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-35756672,Admissions Support
50,5,Massachusetts Institute of Technology,94.2,50,90.7,8,93.6,11,99.8,15,90.9,62,89.3,119,private,0,/world-university-rankings/massachusetts-institute-technology,471,United States,"11,415",8.2,33%,40 : 60,Massachusetts Institute of Technology,"Biological Sciences,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Art, Performing Arts & Design,Physics & Astronomy,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Mathematics & Statistics,Architecture,General Engineering,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Business & Management",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68334672,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68334672,Admissions Support
60,6,California Institute of Technology,94.1,60,90.9,6,97.0,5,97.3,55,89.8,69,83.6,176,private,0,/world-university-rankings/california-institute-technology-caltech,128779,United States,"2,237",6.2,34%,37 : 63,California Institute of Technology caltech,"Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemistry,Chemical Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Physics & Astronomy,Civil Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20537945,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20537945,Admissions Support
70,7,Princeton University,92.4,70,87.6,12,95.9,8,99.1,25,66.0,221,80.3,215,private,0,/world-university-rankings/princeton-university,469,United States,"8,279",8.0,23%,46 : 54,Princeton University,"Chemistry,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Other Health,Biological Sciences,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,Architecture,Civil Engineering,Psychology",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20795402,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20795402,Admissions Support
80,8,"University of California, Berkeley",92.1,80,86.4,14,95.8,9,99.0,27,76.8,145,78.4,238,public,0,/world-university-rankings/university-california-berkeley,474,United States,"40,921",18.4,24%,52 : 48,"University of California, Berkeley","Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Art, Performing Arts & Design,Geography,General Engineering,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Education,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Chemistry,Law,Psychology,Business & Management,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Archaeology",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-50018853,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-50018853,Admissions Support
90,9,Yale University,91.4,90,92.6,3,92.7,14,97.0,66,55.0,323,70.9,335,private,0,/world-university-rankings/yale-university,475,United States,"13,482",5.9,21%,52 : 48,Yale University,"Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Agriculture & Forestry,Psychology,Mathematics & Statistics,Law,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Chemical Engineering,Business & Management,Chemistry,Architecture,Biological Sciences,Economics & Econometrics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73583889,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73583889,Admissions Support
100,10,Imperial College London,90.4,100,82.8,16,90.8,17,98.3,40,59.8,274,97.5,17,master_account,0,/world-university-rankings/imperial-college-london,472,United Kingdom,"18,545",11.2,61%,40 : 60,Imperial College London,"Computer Science,Business & Management,Chemical Engineering,Accounting & Finance,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,Other Health,Mathematics & Statistics,Biological Sciences,Civil Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67704114,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67704114,Admissions Support
110,=11,Columbia University,89.4,110,89.4,10,87.7,21,97.1,57,44.8,569,79.9,219,private,0,/world-university-rankings/columbia-university,476,United States,"21,781",4.5,38%,,Columbia University,"Architecture,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,Law,Chemistry,Archaeology,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Business & Management,Other Health,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,General Engineering,Medicine & Dentistry,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62830784,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62830784,Admissions Support
120,=11,ETH Zurich,89.4,120,82.6,17,95.4,10,90.7,135,59.1,279,97.7,14,master_account,0,/world-university-rankings/eth-zurich,479,Switzerland,"21,665",14.8,41%,33 : 67,ETH Zurich,"Electrical & Electronic Engineering,Education,Civil Engineering,Business & Management,Chemical Engineering,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Economics & Econometrics,Chemistry,Other Health,Mathematics & Statistics,Sport Science,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,Architecture,Physics & Astronomy,Medicine & Dentistry,Accounting & Finance",false,false,false,,,
130,13,The University of Chicago,88.9,130,86.5,13,88.8,19,97.7,49,56.2,303,74.2,283,private,0,/world-university-rankings/university-chicago,473,United States,"15,366",6.0,36%,47 : 53,The University of Chicago,"Accounting & Finance,Medicine & Dentistry,History, Philosophy & Theology,Psychology,Law,Archaeology,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Biological Sciences,Chemical Engineering,Art, Performing Arts & Design,Sociology,Computer Science",false,false,false,,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-33619812,Admissions Support
140,14,University of Pennsylvania,88.8,140,86.0,15,88.8,20,97.0,65,75.8,151,71.5,327,private,0,/world-university-rankings/university-pennsylvania,480,United States,"21,453",6.3,23%,53 : 47,University of Pennsylvania,"Business & Management,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Computer Science,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Archaeology,Politics & International Studies (incl Development Studies),Sociology,Veterinary Science,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Law",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-31733092,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-31733092,Admissions Support
150,15,Johns Hopkins University,88.3,150,79.4,21,91.5,15,97.0,64,89.5,73,75.3,266,private,0,/world-university-rankings/johns-hopkins-university,478,United States,"17,584",4.7,29%,53 : 47,Johns Hopkins University,"Mathematics & Statistics,Economics & Econometrics,Civil Engineering,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,Education,Archaeology,Business & Management,Accounting & Finance,Computer Science,History, Philosophy & Theology,Psychology,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Chemical Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44788493,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44788493,Admissions Support
160,16,Tsinghua University,88.2,160,90.1,9,97.4,4,88.0,182,100.0,9,40.3,951,master_account,0,/world-university-rankings/tsinghua-university,535,China,"38,324",11.6,10%,,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Art, Performing Arts & Design,Medicine & Dentistry,Sport Science,Economics & Econometrics,Architecture,Mechanical & Aerospace Engineering,Geography,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Education,Other Health,Communication & Media Studies,Chemical Engineering,Sociology,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Languages, Literature & Linguistics,Archaeology,Mathematics & Statistics,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,History, Philosophy & Theology,Biological Sciences,Law",false,false,false,,,
170,17,Peking University,88.1,170,92.5,4,96.7,6,80.4,308,91.8,60,65.0,409,master_account,0,/world-university-rankings/peking-university,514,China,"31,994",10.3,19%,,Peking University,"Chemistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Accounting & Finance,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Psychology,Computer Science,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Other Health,Archaeology,Sociology,Electrical & Electronic Engineering,Biological Sciences,Education,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics",false,false,false,,,
180,18,University of Toronto,87.4,180,77.3,25,93.3,12,92.8,113,65.5,225,89.7,115,master_account,0,/world-university-rankings/university-toronto,483,Canada,"77,468",25.8,26%,56 : 44,University of Toronto,"Art, Performing Arts & Design,Accounting & Finance,Archaeology,Communication & Media Studies,Sport Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health,Computer Science,Architecture,Psychology,Mathematics & Statistics,General Engineering,Chemistry,Economics & Econometrics,Law,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Education,Geography,Business & Management,Sociology,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Languages, Literature & Linguistics",false,false,false,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67051171,,
190,19,National University of Singapore,87.1,190,76.4,26,93.0,13,90.2,148,87.0,86,94.0,63,master_account,6,/world-university-rankings/national-university-singapore,504,Singapore,"32,337",19.8,25%,51 : 49,National University of Singapore nus,"Computer Science,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Law,Other Health,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Sociology,Archaeology,Agriculture & Forestry,Business & Management",false,false,false,,,
200,20,Cornell University,85.9,200,80.2,20,86.1,22,97.3,56,40.4,905,76.9,252,private,0,/world-university-rankings/cornell-university,484,United States,"24,027",10.3,26%,51 : 49,Cornell University,"History, Philosophy & Theology,Archaeology,Veterinary Science,Agriculture & Forestry,Law,Biological Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,General Engineering,Chemistry,Economics & Econometrics,Physics & Astronomy,Business & Management,Psychology,Other Health",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48987672,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48987672,Admissions Support
210,21,"University of California, Los Angeles",85.8,210,80.4,19,88.9,18,95.4,86,58.8,284,65.0,406,public,0,/world-university-rankings/university-california-los-angeles,477,United States,"42,434",9.7,16%,56 : 44,"University of California, Los Angeles","History, Philosophy & Theology,Mathematics & Statistics,Geography,Other Health,Biological Sciences,Law,Physics & Astronomy,Chemistry,Sport Science,Business & Management,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Architecture,Archaeology,Mechanical & Aerospace Engineering,Veterinary Science,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-95508882,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-95508882,Admissions Support
220,22,UCL,85.7,220,74.5,29,85.4,23,97.9,46,44.5,587,96.7,23,master_account,0,/world-university-rankings/ucl,481,United Kingdom,"36,790",10.3,60%,59 : 41,UCL ucl UCL,"General Engineering,Medicine & Dentistry,Sport Science,Art, Performing Arts & Design,Biological Sciences,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemistry,Psychology",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-15171793,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-15171793,Admissions Support
230,23,University of Michigan-Ann Arbor,82.9,230,79.3,22,84.6,24,93.6,103,48.7,437,59.2,497,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,"45,912",8.2,17%,50 : 50,University of Michigan-Ann Arbor,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Physics & Astronomy,Computer Science,General Engineering,Chemical Engineering,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Business & Management,Education,Civil Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Architecture,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,Sport Science,Languages, Literature & Linguistics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-98611775,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-98611775,Admissions Support
240,24,New York University,82.7,240,74.2,30,84.0,25,95.0,93,44.6,580,74.7,277,private,0,/world-university-rankings/new-york-university,508,United States,"36,337",9.8,42%,57 : 43,New York University,"Psychology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Law,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Architecture,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Economics & Econometrics,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,General Engineering,Business & Management,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Sociology,Physics & Astronomy,Mechanical & Aerospace Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53177321,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53177321,Admissions Support
250,25,Duke University,82.6,250,78.1,23,76.2,37,95.7,83,99.6,17,68.0,366,private,0,/world-university-rankings/duke-university,487,United States,"16,091",4.2,24%,52 : 48,Duke University,"Computer Science,Physics & Astronomy,Agriculture & Forestry,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Geography,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Other Health,Chemistry,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Psychology,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-10310643,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-10310643,Admissions Support
260,=26,Northwestern University,82.1,260,71.7,32,80.7,30,97.5,52,85.0,94,67.0,382,private,0,/world-university-rankings/northwestern-university,490,United States,"19,175",13.2,20%,51 : 49,Northwestern University,"Education,Computer Science,Biological Sciences,Psychology,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Art, Performing Arts & Design,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Chemistry,Chemical Engineering,Mathematics & Statistics,Geography,Sociology,Civil Engineering,Other Health,Electrical & Electronic Engineering,Sport Science,Law,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44947751,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44947751,Admissions Support
270,=26,University of Washington,82.1,270,71.6,33,82.8,27,98.9,29,53.9,340,63.0,438,public,0,/world-university-rankings/university-washington,489,United States,"47,727",10.8,18%,55 : 45,University of Washington,"Languages, Literature & Linguistics,Civil Engineering,Geography,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Chemical Engineering,Accounting & Finance,Architecture,Physics & Astronomy,Computer Science,Chemistry,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Communication & Media Studies,Archaeology,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Sport Science,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Economics & Econometrics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-79008396,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-79008396,Admissions Support
280,28,Carnegie Mellon University,81.1,280,65.4,46,81.8,29,98.7,31,55.2,318,80.1,216,private,0,/world-university-rankings/carnegie-mellon-university,485,United States,"14,305",12.9,47%,44 : 56,Carnegie Mellon University,"Biological Sciences,Economics & Econometrics,Civil Engineering,Business & Management,Architecture,Communication & Media Studies,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-14763812,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-14763812,Admissions Support
