rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,apply_link,cta_button/link,cta_button/text
2940,251–300,Swansea University,48.9–51.1,2940,24.9,755,28.2,472,91.5,126,39.3,1073,83.6,180,master_account,0,/world-university-rankings/swansea-university,857,United Kingdom,"17,490",15.4,22%,47 : 53,Swansea University,"Medicine & Dentistry,Physics & Astronomy,Sociology,Accounting & Finance,Geography,Law,Chemical Engineering,Biological Sciences,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Archaeology,Electrical & Electronic Engineering,Communication & Media Studies,Psychology,General Engineering,Mathematics & Statistics,Sport Science,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Chemistry,Business & Management",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-33335862,,
2950,251–300,Tilburg University,48.9–51.1,2950,34.3,371,46.6,161,61.7,629,50.6,401,84.5,167,master_account,6,/world-university-rankings/tilburg-university,734,Netherlands,"11,876",29.9,20%,51 : 49,Tilburg University,"Sociology,Other Health,History, Philosophy & Theology,Communication & Media Studies,Education,Law,Psychology,Business & Management,Languages, Literature & Linguistics,Accounting & Finance,Computer Science,Economics & Econometrics",false,false,false,,,
2960,251–300,Tongji University,48.9–51.1,2960,43.4,181,52.3,123,46.1,925,97.8,29,53.1,604,master_account,0,/world-university-rankings/tongji-university,984,China,"30,153",10.8,12%,46 : 54,Tongji University,"Art, Performing Arts & Design,Computer Science,General Engineering,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Medicine & Dentistry,Chemical Engineering,Sociology,Architecture,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Veterinary Science,Law,Mathematics & Statistics,Psychology,Chemistry,Business & Management,Education",false,false,false,,,
2970,251–300,University of Twente,48.9–51.1,2970,34.3,372,46.4,166,57.2,714,80.5,110,94.5,54,master_account,0,/world-university-rankings/university-twente,664,Netherlands,"9,816",14.7,37%,37 : 63,University of Twente,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemistry,Civil Engineering,Geography,Other Health,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,Education,Chemical Engineering,Law,Biological Sciences,Psychology,Mechanical & Aerospace Engineering,Sociology",false,false,false,,https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-79507531,Verify Documents
2980,251–300,United Arab Emirates University,48.9–51.1,2980,24.7,772,29.8,430,82.3,278,72.5,175,88.8,123,master_account,11,/world-university-rankings/united-arab-emirates-university,946,United Arab Emirates,"7,121",10.9,17%,80 : 20,United Arab Emirates University,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Psychology,General Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Archaeology,Education,Politics & International Studies (incl Development Studies),Sport Science,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Civil Engineering,Geography,Economics & Econometrics,Chemistry,Other Health,Law,Physics & Astronomy,Art, Performing Arts & Design,Architecture,Communication & Media Studies,Computer Science",false,false,false,,,
2990,251–300,University of Utah,48.9–51.1,2990,39.9,240,34.9,311,81.7,286,57.5,295,33.9,1138,public,0,/world-university-rankings/university-utah,577,United States,"30,967",13.6,8%,48 : 52,University of Utah,"Agriculture & Forestry,Geography,History, Philosophy & Theology,Architecture,Biological Sciences,Law,General Engineering,Chemistry,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Education,Other Health,Mathematics & Statistics,Psychology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Communication & Media Studies",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-02638481,,
3000,251–300,Virginia Polytechnic Institute and State University,48.9–51.1,3000,39.3,255,36.2,291,73.7,433,47.4,479,56.8,536,public,11,/world-university-rankings/virginia-polytechnic-institute-and-state-university,737,United States,"36,512",18.5,14%,43 : 57,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,Agriculture & Forestry,General Engineering,Mathematics & Statistics,Other Health,Psychology,Accounting & Finance,Architecture,Chemical Engineering,Biological Sciences,Sociology,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Business & Management,Electrical & Electronic Engineering,Civil Engineering,Geography,Archaeology,Education,Communication & Media Studies,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Computer Science",false,false,false,,,
3010,251–300,University of the Witwatersrand,48.9–51.1,3010,31.5,462,44.3,185,67.9,516,100.0,11,73.1,300,master_account,0,/world-university-rankings/university-witwatersrand,739,South Africa,"26,871",23.6,7%,56 : 44,University of the Witwatersrand Wits,"Education,Physics & Astronomy,Other Health,Psychology,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Medicine & Dentistry,Sociology,Computer Science,Economics & Econometrics,Chemistry,Mathematics & Statistics,Sport Science,Biological Sciences,Archaeology,Law,Accounting & Finance,Architecture,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geography,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies)",false,false,false,,,
3020,301–350,Abu Dhabi University,47.0–48.7,3020,32.3,435,15.4,996,83.1,264,36.9,1718,98.5,10,master_account,11,/world-university-rankings/abu-dhabi-university,589115,United Arab Emirates,"3,926",18.1,60%,51 : 49,Abu Dhabi University,"Languages, Literature & Linguistics,Architecture,Archaeology,Other Health,Sport Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Psychology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Law,Business & Management,Accounting & Finance,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,Geography,Biological Sciences,History, Philosophy & Theology,Communication & Media Studies,Mathematics & Statistics,Sociology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Education,Veterinary Science",false,false,false,,,
3030,301–350,Aix-Marseille University,47.0–48.7,3030,40.5,223,24.9,557,72.3,451,41.5,795,63.2,436,master_account,0,/world-university-rankings/aix-marseille-university,131808,France,"70,054",17.4,13%,60 : 40,Aix-Marseille University,"General Engineering,Sport Science,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Education,Accounting & Finance,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Economics & Econometrics,Geography,Chemistry,Medicine & Dentistry,Sociology,Communication & Media Studies,Psychology,Computer Science,Electrical & Electronic Engineering,Law,Chemical Engineering,Archaeology,Art, Performing Arts & Design,Civil Engineering,Business & Management,Other Health",false,false,false,,,
3040,301–350,Alfaisal University,47.0–48.7,3040,20.2,1108,22.1,661,91.6,123,43.4,646,96.7,22,master_account,11,/world-university-rankings/alfaisal-university,131490,Saudi Arabia,"2,851",10.2,32%,59 : 41,Alfaisal University,"Mechanical & Aerospace Engineering,Biological Sciences,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Law,Business & Management",false,false,false,,,
3050,301–350,Anglia Ruskin University (ARU),47.0–48.7,3050,18.2,1308,16.3,933,99.0,26,37.2,1551,91.1,99,master_account,0,/world-university-rankings/anglia-ruskin-university-aru,131623,United Kingdom,"20,285",27.8,46%,64 : 36,Anglia Ruskin University (ARU),"Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Other Health,Agriculture & Forestry,Civil Engineering,Psychology,Sociology,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Mechanical & Aerospace Engineering,Business & Management,General Engineering,History, Philosophy & Theology,Medicine & Dentistry,Veterinary Science,Sport Science,Geography,Education,Law,Communication & Media Studies,Computer Science,Languages, Literature & Linguistics,Architecture,Biological Sciences",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-64952081,,
3060,301–350,Autonomous University of Madrid,47.0–48.7,3060,31.3,471,31.2,401,80.8,302,40.0,958,51.2,642,master_account,0,/world-university-rankings/autonomous-university-madrid,743,Spain,"29,327",13.2,12%,61 : 39,Autonomous University of Madrid,"Psychology,Medicine & Dentistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Geography,Electrical & Electronic Engineering,Law,Sport Science,Computer Science,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Communication & Media Studies,Chemistry,Other Health,History, Philosophy & Theology,Sociology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Biological Sciences,Education",false,false,false,,,
3070,301–350,University of Bordeaux,47.0–48.7,3070,31.6,457,27.8,478,79.5,330,39.5,1031,59.9,480,master_account,6,/world-university-rankings/university-bordeaux,131635,France,"53,755",22.4,13%,59 : 41,University of Bordeaux,"Psychology,General Engineering,Politics & International Studies (incl Development Studies),Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Computer Science,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Education,Mathematics & Statistics,Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,Sociology,Civil Engineering,Electrical & Electronic Engineering,Law,Archaeology,Biological Sciences",false,false,false,,,
3080,301–350,Brandeis University,47.0–48.7,3080,28.5,581,23.1,619,90.3,144,37.3,1497,55.5,563,private,0,/world-university-rankings/brandeis-university,614,United States,"5,427",13.1,28%,59 : 41,Brandeis University,"Physics & Astronomy,Art, Performing Arts & Design,Chemistry,Psychology,Education,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Sociology,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies)",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-49167174,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-49167174,Admissions Support
3090,301–350,Universiti Brunei Darussalam,47.0–48.7,3090,26.0,692,22.6,640,83.2,259,40.1,941,85.2,163,master_account,0,/world-university-rankings/universiti-brunei-darussalam,625257,Brunei Darussalam,"3,641",10.8,14%,66 : 34,Universiti Brunei Darussalam,"Business & Management,Accounting & Finance,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Physics & Astronomy,Civil Engineering,Mathematics & Statistics,Communication & Media Studies,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Psychology,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Agriculture & Forestry,Sociology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Other Health",false,false,false,,,
3100,301–350,University at Buffalo,47.0–48.7,3100,38.7,264,33.7,330,67.7,520,47.1,486,63.7,429,public,0,/world-university-rankings/university-buffalo,670,United States,"27,393",18.0,15%,45 : 55,University at Buffalo,"Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Computer Science,Medicine & Dentistry,Civil Engineering,Law,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Sociology,Sport Science,Accounting & Finance,History, Philosophy & Theology,Education,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,General Engineering,Mathematics & Statistics,Other Health,Geography,Psychology,Architecture,Agriculture & Forestry,Electrical & Electronic Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-57536803,,
3110,301–350,"University of California, Merced",47.0–48.7,3110,22.9,881,23.5,606,96.0,77,42.2,734,47.3,737,master_account,0,/world-university-rankings/university-california-merced,622527,United States,"9,185",20.1,10%,52 : 48,"University of California, Merced","Chemistry,Other Health,Art, Performing Arts & Design,General Engineering,History, Philosophy & Theology,Civil Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Sociology,Physics & Astronomy",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-80496051,,
3120,301–350,University of Colorado Denver/Anschutz Medical Campus,47.0–48.7,3120,30.1,521,20.3,728,97.0,62,42.9,688,31.5,1210,public,0,/world-university-rankings/university-colorado-denver-anschutz-medical-campus,592058,United States,"17,224",3.8,8%,57 : 43,University of Colorado Denver/Anschutz Medical Campus,"Economics & Econometrics,Education,Sociology,Biological Sciences,Art, Performing Arts & Design,Architecture,Medicine & Dentistry,Physics & Astronomy,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,General Engineering,Agriculture & Forestry,Business & Management,Psychology,Mathematics & Statistics,Other Health,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Geography",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53338722,,
3130,301–350,Dalhousie University,47.0–48.7,3130,28.1,598,30.9,411,74.3,425,45.0,561,89.0,121,master_account,11,/world-university-rankings/dalhousie-university,698,Canada,"16,901",14.8,28%,55 : 45,Dalhousie University,"Civil Engineering,Accounting & Finance,Chemical Engineering,Agriculture & Forestry,Other Health,History, Philosophy & Theology,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Computer Science,Law,Veterinary Science,Sport Science,Physics & Astronomy",false,false,false,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91697003,,
3140,301–350,Drexel University,47.0–48.7,3140,40.8,217,26.0,522,76.4,380,48.8,435,50.1,665,private,0,/world-university-rankings/drexel-university,699,United States,"19,304",12.5,14%,51 : 49,Drexel University,"Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Education,Sociology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Agriculture & Forestry,Architecture,Accounting & Finance,General Engineering,Psychology,Veterinary Science,Physics & Astronomy,Other Health,Computer Science,Geology, Environmental, Earth & Marine Sciences,Sport Science,Chemistry,Law,Electrical & Electronic Engineering,Art, Performing Arts & Design,Medicine & Dentistry",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-39843311,,
3150,301–350,École Normale Supérieure de Lyon,47.0–48.7,3150,46.9,135,46.2,171,47.4,893,56.6,299,62.1,450,master_account,0,/world-university-rankings/ecole-normale-superieure-de-lyon,605,France,"2,171",8.6,11%,47 : 53,École Normale Supérieure de Lyon,"Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Education,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics,Geography,Computer Science,Sociology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences",false,false,false,,,
3160,301–350,University of Essex,47.0–48.7,3160,31.0,485,32.4,371,71.0,473,37.9,1316,96.4,25,master_account,0,/world-university-rankings/university-essex,674,United Kingdom,"14,335",15.3,40%,54 : 46,University of Essex,"Computer Science,Psychology,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Economics & Econometrics,Biological Sciences,Accounting & Finance,Sport Science,Other Health,Sociology,General Engineering,Politics & International Studies (incl Development Studies)",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-74984323,,
3170,301–350,Flinders University,47.0–48.7,3170,27.3,632,33.1,346,75.8,393,43.0,674,89.8,110,master_account,0,/world-university-rankings/flinders-university,823,Australia,"17,027",27.9,36%,65 : 35,Flinders University,"Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,Agriculture & Forestry,Archaeology,Civil Engineering,General Engineering,Chemistry,Medicine & Dentistry,Art, Performing Arts & Design,Physics & Astronomy,Geography,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Sport Science,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Other Health,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Accounting & Finance,Communication & Media Studies,Education",false,false,false,,,
3180,301–350,Florida State University,47.0–48.7,3180,40.2,228,37.3,275,67.5,529,40.1,944,47.8,723,public,0,/world-university-rankings/florida-state-university,131777,United States,"39,380",24.0,7%,57 : 43,Florida State University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Law,Mechanical & Aerospace Engineering,Archaeology,Physics & Astronomy,Other Health,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Biological Sciences,Sociology,Education,Medicine & Dentistry,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Communication & Media Studies,Chemistry,Architecture,Electrical & Electronic Engineering,Sport Science,Geography,General Engineering",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92186279,,
3190,301–350,University of Galway,47.0–48.7,3190,29.7,533,32.7,360,71.2,470,45.7,533,82.8,185,master_account,0,/world-university-rankings/university-galway,842,Ireland,"15,109",26.1,20%,60 : 40,University of Galway nui nui galway,"Archaeology,Civil Engineering,Agriculture & Forestry,Geography,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Sociology,Psychology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mechanical & Aerospace Engineering,Education,Medicine & Dentistry,Law,Business & Management,Other Health,Chemistry,History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",false,false,false,,,
3200,301–350,George Mason University,47.0–48.7,3200,30.7,488,26.8,503,84.0,247,37.8,1347,50.0,667,public,0,/world-university-rankings/george-mason-university,778,United States,"32,157",18.1,12%,53 : 47,George Mason University,"Mathematics & Statistics,Psychology,Geography,Sport Science,Computer Science,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,History, Philosophy & Theology,Other Health,Veterinary Science,Accounting & Finance,Agriculture & Forestry,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Architecture,Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Education,Biological Sciences,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Archaeology",false,false,false,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-27260358,,
3210,301–350,Hasselt University,47.0–48.7,3210,33.4,396,39.5,247,63.3,602,57.3,296,70.2,343,master_account,0,/world-university-rankings/hasselt-university,587910,Belgium,"5,683",31.1,14%,49 : 51,Hasselt University,"Business & Management,Civil Engineering,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Computer Science,Chemistry,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,General Engineering,Law,Sociology,Other Health,Electrical & Electronic Engineering,Architecture,Chemical Engineering",false,false,false,,,
3220,301–350,University of Iowa,47.0–48.7,3220,42.5,192,31.6,393,70.7,476,51.0,389,46.2,767,public,0,/world-university-rankings/university-iowa,606,United States,"29,257",11.1,8%,54 : 46,University of Iowa,"Chemistry,Psychology,Geography,Education,Civil Engineering,Computer Science,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Sport Science,Other Health,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Economics & Econometrics,Sociology,General Engineering,Medicine & Dentistry,Communication & Media Studies,Law,Electrical & Electronic Engineering,Physics & Astronomy",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-88616472,,
3230,301–350,Lappeenranta-Lahti University of Technology LUT,47.0–48.7,3230,27.8,610,32.7,362,77.2,371,52.1,369,59.8,483,master_account,11,/world-university-rankings/lappeenranta-lahti-university-technology-lut,1026,Finland,"4,609",30.3,12%,33 : 67,Lappeenranta-Lahti University of Technology LUT,"Chemical Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry,Computer Science,Accounting & Finance,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Business & Management",false,false,false,,,
3240,301–350,University of Milan,47.0–48.7,3240,32.6,422,30.4,419,82.5,275,40.5,894,43.5,850,master_account,0,/world-university-rankings/university-milan,704,Italy,"47,512",21.2,7%,60 : 40,University of Milan,"Medicine & Dentistry,Psychology,Agriculture & Forestry,Physics & Astronomy,Art, Performing Arts & Design,Geography,Computer Science,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Sociology,Accounting & Finance,History, Philosophy & Theology,Other Health,Mathematics & Statistics,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Law,Sport Science,Languages, Literature & Linguistics",false,false,false,,,
3250,301–350,University of Milan-Bicocca,47.0–48.7,3250,24.9,754,25.9,526,93.6,104,40.8,864,43.0,871,master_account,0,/world-university-rankings/university-milan-bicocca,705,Italy,"29,057",29.2,5%,62 : 38,University of Milan-Bicocca,"Computer Science,Psychology,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Business & Management,Education,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mathematics & Statistics,Law,Medicine & Dentistry",false,false,false,,,
3260,301–350,Montpellier University,47.0–48.7,3260,35.2,336,33.6,333,72.1,456,39.9,982,62.2,448,master_account,0,/world-university-rankings/montpellier-university,755,France,"40,179",20.1,15%,54 : 46,Montpellier University,"Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Law,Other Health,Mechanical & Aerospace Engineering,Veterinary Science,General Engineering,Business & Management,Economics & Econometrics,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Physics & Astronomy,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Chemistry,Education,Sport Science",false,false,false,,,
3270,301–350,Nagoya University,47.0–48.7,3270,48.4,123,54.1,113,39.7,1034,99.2,22,35.8,1073,master_account,0,/world-university-rankings/nagoya-university,679,Japan,"15,224",12.8,12%,30 : 70,Nagoya University,"Other Health,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Computer Science,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences,Geography,Medicine & Dentistry,Chemical Engineering,Politics & International Studies (incl Development Studies),Architecture,Mechanical & Aerospace Engineering,Psychology,Sport Science,Law,Languages, Literature & Linguistics,General Engineering,Chemistry,Accounting & Finance",false,false,false,,,
3280,301–350,Nankai University,47.0–48.7,3280,39.7,243,24.9,560,79.4,334,46.2,514,40.7,940,master_account,0,/world-university-rankings/nankai-university,623277,China,"31,322",11.3,5%,,Nankai University Nan Kai University,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Physics & Astronomy,Psychology,Languages, Literature & Linguistics,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Economics & Econometrics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Business & Management,Archaeology,Communication & Media Studies,Law,General Engineering,Education",false,false,false,,,
3290,301–350,University of Otago,47.0–48.7,3290,32.4,434,34.5,316,70.2,483,38.8,1152,88.0,137,master_account,0,/world-university-rankings/university-otago,682,New Zealand,"18,508",19.7,19%,60 : 40,University of Otago,"Chemistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Computer Science,Other Health,Business & Management,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Art, Performing Arts & Design,Education,Physics & Astronomy,Languages, Literature & Linguistics,Communication & Media Studies,Law,Geography,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Archaeology,Sport Science,Sociology",false,false,false,,,
